"시도코드","시도명","번호","업소명","주소","전화번호","취급품목","addr_road","addr_jibun","zip_code","sgg_name","longitude","latitude","address_type","geo_grade","geo_query","geo_attempt"
"11","서울특별시","243","(주)액티피아","서울특별시 금천구 디지털로9길 56, 9층 6호 (가산동, 코오롱테크노밸리)","00-1588-3037","전동휠체어(가군, 나군) | 의료용 스쿠터 | 욕창예방방석 | 욕창예방매트리스 | 이동식전동리프트 | 전방보행차 | 후방보행차 | 수동휠체어","서울 금천구 디지털로9길 56","서울 금천구 가산동 60-4","08512","금천구","126.88687232926","37.4804025953884","ROAD_ADDR","A","서울특별시 금천구 디지털로9길 56, 9층 6호 (가산동, 코오롱테크노밸리)","1"
"11","서울특별시","242","(주)에스엘메디케어","서울특별시 동작구 사당로 169, 6층 (사당동, 에스엘빌딩)","02-1566-6052","전동휠체어(가군, 나군) | 의료용 스쿠터 | 욕창예방방석 | 욕창예방매트리스 | 이동식전동리프트 | 전방보행차 | 후방보행차 | 수동휠체어","서울 동작구 사당로 169","서울 동작구 사당동 218","07003","동작구","126.96813750625","37.4868289846514","ROAD_ADDR","A","서울특별시 동작구 사당로 169, 6층 (사당동, 에스엘빌딩)","1"
"11","서울특별시","241","(주)엠코리아","서울특별시 성동구 왕십리로 58, 102,117호 (성수동1가, FORHU)","02-1599-9363","전동휠체어(가군, 나군) | 의료용 스쿠터 | 자세보조용구 | 욕창예방방석 | 욕창예방매트리스 | 이동식전동리프트 | 전방보행차 | 후방보행차 | 수동휠체어","서울 성동구 왕십리로 58","서울 성동구 성수동1가 656-3","04778","성동구","127.045205280472","37.5426958782317","ROAD_ADDR","A","서울특별시 성동구 왕십리로 58","2"
"11","서울특별시","240","(주)예담케어","서울특별시 중랑구 상봉중앙로 44-1, 1층 (상봉동, REWIND 빌딩)","02-438-0126","전동휠체어(가군, 나군) | 의료용 스쿠터 | 욕창예방방석 | 욕창예방매트리스 | 수동휠체어","서울 중랑구 상봉중앙로 44-1","서울 중랑구 상봉동 251","02082","중랑구","127.087613180377","37.6011758771161","ROAD_ADDR","A","서울특별시 중랑구 상봉중앙로 44-1, 1층 (상봉동, REWIND 빌딩)","1"
"11","서울특별시","239","(주)오소피아","서울특별시 영등포구 양평동2가(양평제1동)","02-716-0455","의지·보조기(교정형신발 등) | 전동휠체어(가군, 나군) | 의료용 스쿠터 | 자세보조용구 | 욕창예방방석 | 욕창예방매트리스 | 수동휠체어","","","","","","","","NONE","","2"
"11","서울특별시","238","(주)오소피아","서울특별시 은평구 수색로(수색동) 275 1층","02-716-0455","의지·보조기(교정형신발 등) | 전동휠체어(가군, 나군) | 의료용 스쿠터 | 자세보조용구 | 욕창예방방석 | 욕창예방매트리스 | 수동휠체어","서울 은평구 수색로 275","서울 은평구 수색동 370-5","03503","은평구","126.893706097133","37.5827888609341","ROAD_ADDR","A","서울특별시 은평구 수색로(수색동) 275 1층","1"
"11","서울특별시","237","(주)오토복코리아 헬스케어","서울특별시 성동구 아차산로17길 49 617-624호 (성수동2가, 생각공장데시앙플렉스)","02-577-3831","의지·보조기(교정형신발 등) | 전동휠체어(가군, 나군) | 자세보조용구 | 욕창예방방석 | 욕창예방매트리스 | 수동휠체어","","","","","","","","NONE","","3"
"11","서울특별시","236","(주)오토복코리아헬스케어","서울특별시 광진구 광나루로 369 1층 129호 (군자동, 광진두산위브파크)","02-6206-7757","의지·보조기(교정형신발 등) | 전동휠체어(가군, 나군) | 자세보조용구 | 욕창예방방석 | 욕창예방매트리스 | 수동휠체어","서울 광진구 광나루로 369","서울 광진구 군자동 503","05005","광진구","127.071049482737","37.5484610827889","ROAD_ADDR","A","서울특별시 광진구 광나루로 369 1층 129호 (군자동, 광진두산위브파크)","1"
"11","서울특별시","235","(주)우리모두행복한세상","서울특별시 양천구 은행정로2길 2, 101호 (신정동, 행복한 세상)","02-2646-3893","전동휠체어(가군, 나군) | 의료용 스쿠터","서울 양천구 은행정로2길 2","서울 양천구 신정동 1021-3","08087","양천구","126.860283695806","37.5203855420357","ROAD_ADDR","A","서울특별시 양천구 은행정로2길 2, 101호 (신정동, 행복한 세상)","1"
"11","서울특별시","234","(주)원남메디칼","서울특별시 금천구 벚꽃로12길 15, 102호 (독산동, 지산아이티벤처센터)","02-3674-5000","의지·보조기(교정형신발 등) | 전동휠체어(가군, 나군) | 의료용 스쿠터 | 전방보행차 | 수동휠체어","서울 금천구 벚꽃로12길 15","서울 금천구 독산동 1004-9","08601","금천구","126.891004338561","37.4649070371337","ROAD_ADDR","A","서울특별시 금천구 벚꽃로12길 15, 102호 (독산동, 지산아이티벤처센터)","1"
"11","서울특별시","233","(주)유진메디케어","서울시 성동구 성수2가제3동(성수동2가) 275-28 201호","02-2236-2306","전동휠체어(가군, 나군) | 의료용 스쿠터","서울 성동구 연무장17길 10","서울 성동구 성수동2가 275-28","04787","성동구","127.061515125788","37.5416479438566","REGION_ADDR","A","서울시 성동구 성수2가제3동(성수동2가) 275-28 201호","1"
"11","서울특별시","232","(주)유진헬스케어","서울특별시 성동구 아차산로15길 34, 2층 구관호 (성수동2가, 오복빌딩)","02-2236-6966","의지·보조기(교정형신발 등) | 전동휠체어(가군, 나군) | 의료용 스쿠터 | 자세보조용구 | 욕창예방방석 | 욕창예방매트리스 | 이동식전동리프트 | 전방보행차 | 후방보행차 | 수동휠체어","서울 성동구 아차산로15길 34","서울 성동구 성수동2가 279-23","04799","성동구","127.063616305364","37.5457032195555","ROAD_ADDR","A","서울특별시 성동구 아차산로15길 34, 2층 구관호 (성수동2가, 오복빌딩)","1"
"11","서울특별시","231","(주)이원건강의료기","서울특별시 종로구 경교장길 35, 상가동 1층 3143호 (평동, 경희궁자이 3단지)","02-3673-2121","전동휠체어(가군, 나군) | 의료용 스쿠터 | 보청기","서울 종로구 경교장길 35","서울 종로구 평동 233","03180","종로구","126.965114852628","37.5688537151032","ROAD_ADDR","A","서울특별시 종로구 경교장길 35, 상가동 1층 3143호 (평동, 경희궁자이 3단지)","1"
"11","서울특별시","230","(주)조아실버케어","서울특별시 성동구 왕십리로 241 , 201동 상가층 비201호 (행당동, 서울숲 더샵)","02-585-8137","전동휠체어(가군, 나군) | 의료용 스쿠터 | 보청기 | 욕창예방방석 | 욕창예방매트리스 | 전방보행차 | 수동휠체어","서울 성동구 왕십리로 241","서울 성동구 행당동 377","04765","성동구","127.040104919932","37.5571686563914","ROAD_ADDR","A","서울특별시 성동구 왕십리로 241 , 201동 상가층 비201호 (행당동, 서울숲 더샵)","1"
"11","서울특별시","229","(주)케어로알엔디","서울특별시 중랑구 겸재로23길 16, 1층 (면목동)","070-7438-0920","전동휠체어(가군, 나군) | 의료용 스쿠터 | 수동휠체어","서울 중랑구 겸재로23길 16","서울 중랑구 면목동 140-20","02147","중랑구","127.081604313017","37.587808030294","ROAD_ADDR","A","서울특별시 중랑구 겸재로23길 16, 1층 (면목동)","1"
"11","서울특별시","228","(주)케이디텍","서울특별시 영등포구 영등포로5길 19 , 901~903호 (양평동2가, 동아프라임밸리)","","전동휠체어(가군, 나군) | 의료용 스쿠터 | 욕창예방방석 | 욕창예방매트리스 | 이동식전동리프트 | 전방보행차 | 후방보행차","서울 영등포구 영등포로5길 19","서울 영등포구 양평동2가 37-1","07275","영등포구","126.884222107312","37.5241158142187","ROAD_ADDR","A","서울특별시 영등포구 영등포로5길 19","2"
"11","서울특별시","227","(주)태양메디텍","서울시 서대문구 천연동(천연동) 48-5","02-363-9462","전동휠체어(가군, 나군) | 의료용 스쿠터 | 보청기 | 욕창예방방석 | 욕창예방매트리스 | 이동식전동리프트 | 전방보행차 | 수동휠체어","서울 서대문구 통일로 173-58","서울 서대문구 천연동 48-5","03734","서대문구","126.96191059834","37.5687926283862","REGION_ADDR","A","서울시 서대문구 천연동(천연동) 48-5","1"
"11","서울특별시","226","(주)통일의료기","서울특별시 종로구 종로 275, 1,2층 (종로6가)","02-741-1461","전동휠체어(가군, 나군) | 의료용 스쿠터 | 보청기 | 욕창예방방석 | 욕창예방매트리스 | 이동식전동리프트 | 전방보행차 | 후방보행차 | 수동휠체어","서울 종로구 종로 275-1","서울 종로구 종로6가 82-1","03124","종로구","127.008408208664","37.5715071358592","ROAD_ADDR","A","서울특별시 종로구 종로 275, 1,2층 (종로6가)","1"
"11","서울특별시","225","(주)해피로드","서울특별시 용산구 백범로90라길 28, 111호 (문배동, 삼라마이다스빌아파트)","","전동휠체어(가군, 나군) | 의료용 스쿠터 | 자세보조용구 | 욕창예방방석 | 욕창예방매트리스 | 이동식전동리프트 | 전방보행차 | 후방보행차 | 수동휠체어","서울 용산구 백범로90라길 28","서울 용산구 문배동 40-19","04315","용산구","126.969182086213","37.5384448167114","ROAD_ADDR","A","서울특별시 용산구 백범로90라길 28, 111호 (문배동, 삼라마이다스빌아파트)","1"
"11","서울특별시","224","(주)휠로피아","서울특별시 강서구 개화동로5길 3-26 (개화동)","02-2607-8655","전동휠체어(가군, 나군) | 의료용 스쿠터 | 욕창예방방석 | 욕창예방매트리스 | 이동식전동리프트 | 전방보행차 | 후방보행차 | 수동휠체어","서울 강서구 개화동로5길 3-26","서울 강서구 개화동 423-22","07503","강서구","126.798816682938","37.5820909848215","ROAD_ADDR","A","서울특별시 강서구 개화동로5길 3-26 (개화동)","1"
"11","서울특별시","223","(주)휠로피아","서울특별시 강서구 개화동로5길 3-26 (개화동)","02-2607-8655","의지·보조기(교정형신발 등) | 전동휠체어(가군, 나군) | 의료용 스쿠터 | 후방보행차 | 수동휠체어","서울 강서구 개화동로5길 3-26","서울 강서구 개화동 423-22","07503","강서구","126.798816682938","37.5820909848215","ROAD_ADDR","A","서울특별시 강서구 개화동로5길 3-26 (개화동)","1"
"11","서울특별시","222","100세건강의료기총판","서울특별시 광진구 영화사로 4 (중곡동)","02-446-2419","전동휠체어(가군, 나군) | 의료용 스쿠터 | 보청기 | 욕창예방방석 | 욕창예방매트리스 | 이동식전동리프트 | 전방보행차 | 후방보행차 | 수동휠체어","서울 광진구 영화사로 4","서울 광진구 중곡동 79-1","04949","광진구","127.088097328681","37.5584497675382","ROAD_ADDR","A","서울특별시 광진구 영화사로 4 (중곡동)","1"
"11","서울특별시","221","100세동안 사당점","서울특별시 동작구 남부순환로 2023 (사당동, 1층)","02-588-1007","전동휠체어(가군, 나군) | 의료용 스쿠터 | 욕창예방방석 | 욕창예방매트리스 | 이동식전동리프트 | 후방보행차 | 수동휠체어","서울 동작구 남부순환로 2023","서울 동작구 사당동 1049-10","07023","동작구","126.9734881761","37.4763181453401","ROAD_ADDR","A","서울특별시 동작구 남부순환로 2023 (사당동, 1층)","1"
"11","서울특별시","220","100세동안 서대문점","서울특별시 서대문구 홍연길 82, 2층 (연희동)","02-6326-2876","전동휠체어(가군, 나군) | 의료용 스쿠터 | 보청기 | 욕창예방방석 | 욕창예방매트리스","서울 서대문구 홍연길 82","서울 서대문구 연희동 715-4","03695","서대문구","126.931137787376","37.5765560769531","ROAD_ADDR","A","서울특별시 서대문구 홍연길 82, 2층 (연희동)","1"
"11","서울특별시","219","TS금강","서울특별시 금천구 시흥대로 399, 2층 206호 (독산동, 시티렉스)","02-867-8233","전동휠체어(가군, 나군) | 의료용 스쿠터 | 보청기","서울 금천구 시흥대로 399","서울 금천구 독산동 291-5","08584","금천구","126.897001948519","37.4693591753013","ROAD_ADDR","A","서울특별시 금천구 시흥대로 399, 2층 206호 (독산동, 시티렉스)","1"
"11","서울특별시","218","가나의료기","서울특별시 노원구 한글비석로24길 37, 1층 (상계동, 신천교회)","02-987-7753","전동휠체어(가군, 나군) | 의료용 스쿠터 | 욕창예방방석 | 욕창예방매트리스 | 수동휠체어","서울 노원구 한글비석로24길 37","서울 노원구 상계동 156-94","01668","노원구","127.072380754168","37.6624424225155","ROAD_ADDR","A","서울특별시 노원구 한글비석로24길 37, 1층 (상계동, 신천교회)","1"
"11","서울특별시","217","가정의료기","서울특별시 영등포구 신길로28길 9 힐스테이트상가, 상가동 지1층 210호 (신길동, 힐스테이트 클래시안)","02-831-5556","전동휠체어(가군, 나군) | 의료용 스쿠터 | 보청기 | 욕창예방방석 | 욕창예방매트리스 | 이동식전동리프트 | 수동휠체어","서울 영등포구 신길로28길 9","서울 영등포구 신길동 4969","07388","영등포구","126.910985829062","37.5033192540847","ROAD_ADDR","A","서울특별시 영등포구 신길로28길 9 힐스테이트상가, 상가동 지1층 210호 (신길동, 힐스테이트 클래시안)","1"
"11","서울특별시","216","감사의료기기","서울특별시 강서구 허준로 198, 306호 (가양동, 가양프라자)","02-2642-4727","전동휠체어(가군, 나군) | 의료용 스쿠터 | 전방보행차 | 수동휠체어","서울 강서구 허준로 198","서울 강서구 가양동 1488","07532","강서구","126.860254088709","37.5612915907155","ROAD_ADDR","A","서울특별시 강서구 허준로 198, 306호 (가양동, 가양프라자)","1"
"11","서울특별시","215","강남실버케어복지센터","서울특별시 강남구 개포로 650, 203호 (일원동, 은성빌딩)","02-445-4006","전동휠체어(가군, 나군) | 의료용 스쿠터 | 욕창예방방석 | 욕창예방매트리스 | 수동휠체어","서울 강남구 개포로 650","서울 강남구 일원동 624-6","06339","강남구","127.083878109472","37.4948413024122","ROAD_ADDR","A","서울특별시 강남구 개포로 650, 203호 (일원동, 은성빌딩)","1"
"11","서울특별시","214","강남의료기","서울특별시 동작구 신대방길 108, 1층 (신대방동, 대림속셈주산학원)","02-833-5230","전동휠체어(가군, 나군) | 의료용 스쿠터 | 욕창예방방석","서울 동작구 신대방길 108","서울 동작구 신대방동 591-13","07068","동작구","126.908514572791","37.4903627874582","ROAD_ADDR","A","서울특별시 동작구 신대방길 108, 1층 (신대방동, 대림속셈주산학원)","1"
"11","서울특별시","213","강남종합의료기","서울특별시 용산구 대사관로 60 (한남동)","02-797-5617","전동휠체어(가군, 나군) | 의료용 스쿠터 | 욕창예방방석 | 욕창예방매트리스 | 수동휠체어","서울 용산구 대사관로 60","서울 용산구 한남동 638-4","04402","용산구","127.004750401964","37.5332630332114","ROAD_ADDR","A","서울특별시 용산구 대사관로 60 (한남동)","1"
"11","서울특별시","212","강동효성노인복지센터복지용구","서울특별시 강동구 상암로 116 (천호동)","02-472-9986","전동휠체어(가군, 나군) | 의료용 스쿠터 | 욕창예방방석 | 욕창예방매트리스 | 이동식전동리프트 | 전방보행차 | 후방보행차 | 수동휠체어","서울 강동구 상암로 116","서울 강동구 천호동 224-4","05310","강동구","127.135426439934","37.5466630780488","ROAD_ADDR","A","서울특별시 강동구 상암로 116 (천호동)","1"
"11","서울특별시","211","강원전자주식회사","서울특별시 용산구 원효로 153, 3층 301호 (원효로3가, 원효빌딩)","02-702-0599","전동휠체어(가군, 나군) | 의료용 스쿠터 | 욕창예방방석 | 욕창예방매트리스 | 수동휠체어","서울 용산구 원효로 153","서울 용산구 원효로3가 46-1","04363","용산구","126.959927790082","37.5349677812745","ROAD_ADDR","A","서울특별시 용산구 원효로 153, 3층 301호 (원효로3가, 원효빌딩)","1"
"11","서울특별시","210","건국대학교병원","서울특별시 광진구 능동로 120-1 (화양동)","02-1588-1533","전동휠체어(가군, 나군) | 의료용 스쿠터 | 보청기","서울 광진구 능동로 120-1","서울 광진구 화양동 4-12","05030","광진구","127.07205578747","37.5412356316656","ROAD_ADDR","A","서울특별시 광진구 능동로 120-1 (화양동)","1"
"11","서울특별시","209","건국의료기","서울특별시 광진구 능동로9길 23 (자양동, 1층)","02-462-2025","전동휠체어(가군, 나군) | 의료용 스쿠터 | 보청기 | 욕창예방방석 | 욕창예방매트리스 | 수동휠체어","서울 광진구 능동로9길 23","서울 광진구 자양동 547-38","05075","광진구","127.068089736236","37.537664889691","ROAD_ADDR","A","서울특별시 광진구 능동로9길 23 (자양동, 1층)","1"
"11","서울특별시","208","경동복지상사","서울특별시 동대문구 왕산로32길 74, 5호 (용두동)","02-964-1015","전동휠체어(가군, 나군) | 의료용 스쿠터 | 보청기 | 욕창예방방석 | 욕창예방매트리스 | 이동식전동리프트 | 전방보행차 | 후방보행차 | 수동휠체어","서울 동대문구 왕산로32길 74","서울 동대문구 용두동 39-25","02560","동대문구","127.040541140123","37.5762483562294","ROAD_ADDR","A","서울특별시 동대문구 왕산로32길 74, 5호 (용두동)","1"
"11","서울특별시","207","경동의료기상사 용두점","서울특별시 동대문구 왕산로 138-1, 1층 (용두동)","02-962-1015","전동휠체어(가군, 나군) | 의료용 스쿠터 | 욕창예방방석 | 욕창예방매트리스 | 전방보행차 | 후방보행차 | 수동휠체어","서울 동대문구 왕산로 138-1","서울 동대문구 용두동 24-1","02560","동대문구","127.038831294677","37.5779928054682","ROAD_ADDR","A","서울특별시 동대문구 왕산로 138-1, 1층 (용두동)","1"
"11","서울특별시","206","경일의료과학상사","서울특별시 종로구 종로 138-0 (종로3가)","02-2276-0047","전동휠체어(가군, 나군) | 의료용 스쿠터 | 보청기 | 욕창예방방석 | 욕창예방매트리스 | 이동식전동리프트 | 전방보행차 | 후방보행차 | 수동휠체어","서울 종로구 종로 138","서울 종로구 종로3가 144-1","03193","종로구","126.992855314825","37.570204289806","ROAD_ADDR","A","서울특별시 종로구 종로 138-0 (종로3가)","1"
"11","서울특별시","205","경일의료기","서울특별시 종로구 종로 140, 101호 (종로3가)","02-2273-0089","전동휠체어(가군, 나군) | 의료용 스쿠터 | 보청기 | 욕창예방방석 | 욕창예방매트리스 | 이동식전동리프트 | 전방보행차 | 후방보행차 | 수동휠체어","서울 종로구 종로 140","서울 종로구 종로3가 147","03193","종로구","126.99310333043","37.5701624082695","ROAD_ADDR","A","서울특별시 종로구 종로 140, 101호 (종로3가)","1"
"11","서울특별시","204","경희종로의료기상사","서울특별시 강동구 동남로 891, 101호 (명일동, 현대델리안오피스텔)","02-426-7579","전동휠체어(가군, 나군) | 의료용 스쿠터 | 욕창예방방석 | 욕창예방매트리스 | 수동휠체어","서울 강동구 동남로 891","서울 강동구 명일동 47-18","05269","강동구","127.155947723578","37.5533185664951","ROAD_ADDR","A","서울특별시 강동구 동남로 891, 101호 (명일동, 현대델리안오피스텔)","1"
"11","서울특별시","203","고대의료기","서울특별시 구로구 구로동로 153, 1층 (구로동)","02-857-5559","전동휠체어(가군, 나군) | 의료용 스쿠터 | 보청기 | 욕창예방방석 | 욕창예방매트리스 | 이동식전동리프트 | 전방보행차 | 후방보행차 | 수동휠체어","서울 구로구 구로동로 153","서울 구로구 구로동 413-34","08309","구로구","126.883433466627","37.4923558955247","ROAD_ADDR","A","서울특별시 구로구 구로동로 153, 1층 (구로동)","1"
"11","서울특별시","202","고려의료기","서울특별시 노원구 동일로 1350, 102호 (상계동, 삼양빌딩)","02-935-8800","전동휠체어(가군, 나군) | 의료용 스쿠터 | 보청기 | 욕창예방방석 | 욕창예방매트리스 | 이동식전동리프트 | 전방보행차 | 후방보행차 | 수동휠체어","서울 노원구 동일로 1350","서울 노원구 상계동 749-8","01756","노원구","127.062399341832","37.6492335099837","ROAD_ADDR","A","서울특별시 노원구 동일로 1350, 102호 (상계동, 삼양빌딩)","1"
"11","서울특별시","201","고프리","서울특별시 양천구 남부순환로 597, 1층 (신월동)","02-2699-5949","전동휠체어(가군, 나군) | 의료용 스쿠터 | 수동휠체어","서울 양천구 남부순환로 597","서울 양천구 신월동 558-6","08065","양천구","126.840400947229","37.5156286440604","ROAD_ADDR","A","서울특별시 양천구 남부순환로 597, 1층 (신월동)","1"
"11","서울특별시","200","관악대성휠체어의료기","서울특별시 관악구 관악로 224 (봉천동)","02-887-9353","전동휠체어(가군, 나군) | 의료용 스쿠터 | 전방보행차 | 수동휠체어","서울 관악구 관악로 224","서울 관악구 봉천동 34-40","08737","관악구","126.955643522109","37.4845375649692","ROAD_ADDR","A","서울특별시 관악구 관악로 224 (봉천동)","1"
"11","서울특별시","199","국민건강지원센터","서울특별시 양천구 등촌로 82, 202호 (목동)","010-2726-7472","전동휠체어(가군, 나군) | 의료용 스쿠터 | 보청기 | 욕창예방방석 | 욕창예방매트리스 | 이동식전동리프트 | 전방보행차 | 수동휠체어","서울 양천구 등촌로 82","서울 양천구 목동 730-4","07959","양천구","126.86377452933","37.537401060163","ROAD_ADDR","A","서울특별시 양천구 등촌로 82, 202호 (목동)","1"
"11","서울특별시","198","국민의지","서울특별시 성동구 왕십리로 58, 11층 1108호 (성수동1가, FORHU)","02-309-0170","의지·보조기(교정형신발 등) | 전동휠체어(가군, 나군) | 의료용 스쿠터 | 보청기 | 욕창예방방석 | 욕창예방매트리스 | 전방보행차 | 수동휠체어","서울 성동구 왕십리로 58","서울 성동구 성수동1가 656-3","04778","성동구","127.045205280472","37.5426958782317","ROAD_ADDR","A","서울특별시 성동구 왕십리로 58, 11층 1108호 (성수동1가, FORHU)","1"
"11","서울특별시","197","국민의지","서울특별시 성동구 왕십리로11길 7, 지하층 (성수동1가)","02-309-0170","의지·보조기(교정형신발 등) | 전동휠체어(가군, 나군) | 의료용 스쿠터 | 보청기 | 욕창예방방석 | 욕창예방매트리스 | 전방보행차 | 수동휠체어","서울 성동구 왕십리로11길 7","서울 성동구 성수동1가 685-208","04766","성동구","127.043389364604","37.548519716506","ROAD_ADDR","A","서울특별시 성동구 왕십리로11길 7, 지하층 (성수동1가)","1"
"11","서울특별시","196","국제의료기","서울특별시 종로구 창경궁로 158 (원남동)","02-742-8979","전동휠체어(가군, 나군) | 의료용 스쿠터 | 욕창예방방석 | 욕창예방매트리스 | 전방보행차 | 후방보행차 | 수동휠체어","서울 종로구 창경궁로 158","서울 종로구 원남동 118-1","03081","종로구","126.997570843872","37.5764587371697","ROAD_ADDR","A","서울특별시 종로구 창경궁로 158 (원남동)","1"
"11","서울특별시","195","국희헬스케어","서울특별시 동대문구 서울시립대로 66, 2층 (전농동)","070-4300-8275","전동휠체어(가군, 나군) | 의료용 스쿠터 | 욕창예방방석 | 욕창예방매트리스 | 전방보행차 | 후방보행차 | 수동휠체어","서울 동대문구 서울시립대로 66","서울 동대문구 전농동 500-13","02551","동대문구","127.048430656613","37.5768436433869","ROAD_ADDR","A","서울특별시 동대문구 서울시립대로 66, 2층 (전농동)","1"
"11","서울특별시","194","군자메디칼","서울특별시 광진구 긴고랑로26길 7-2, 101호 (중곡동)","070-4384-7855","전동휠체어(가군, 나군) | 의료용 스쿠터 | 욕창예방방석 | 욕창예방매트리스 | 이동식전동리프트 | 전방보행차 | 수동휠체어","서울 광진구 긴고랑로26길 7-2","서울 광진구 중곡동 150-226","04922","광진구","127.085425133248","37.559978109852","ROAD_ADDR","A","서울특별시 광진구 긴고랑로26길 7-2, 101호 (중곡동)","1"
"11","서울특별시","193","굿모닝보청기","서울시 동작구 사당제1동(사당동) 1007-1 2층","02-598-4200","전동휠체어(가군, 나군) | 의료용 스쿠터 | 보청기","서울 동작구 동작대로23길 13","서울 동작구 사당동 1007-1","07013","동작구","126.981098349061","37.4841548733342","REGION_ADDR","A","서울시 동작구 사당제1동(사당동) 1007-1 2층","1"
