"시도코드","시도명","번호","업소명","주소","전화번호","취급품목"
"11","서울특별시","240","(주)예담케어","서울특별시 중랑구 상봉중앙로 44-1, 1층 (상봉동, REWIND 빌딩)","02-438-0126","전동휠체어(가군, 나군) | 의료용 스쿠터 | 욕창예방방석 | 욕창예방매트리스 | 수동휠체어"
"11","서울특별시","239","(주)오소피아","서울특별시 영등포구 양평동2가(양평제1동)","02-716-0455","의지·보조기(교정형신발 등) | 전동휠체어(가군, 나군) | 의료용 스쿠터 | 자세보조용구 | 욕창예방방석 | 욕창예방매트리스 | 수동휠체어"
"11","서울특별시","238","(주)오소피아","서울특별시 은평구 수색로(수색동) 275 1층","02-716-0455","의지·보조기(교정형신발 등) | 전동휠체어(가군, 나군) | 의료용 스쿠터 | 자세보조용구 | 욕창예방방석 | 욕창예방매트리스 | 수동휠체어"
"11","서울특별시","237","(주)오토복코리아 헬스케어","서울특별시 성동구 아차산로17길 49 617-624호 (성수동2가, 생각공장데시앙플렉스)","02-577-3831","의지·보조기(교정형신발 등) | 전동휠체어(가군, 나군) | 자세보조용구 | 욕창예방방석 | 욕창예방매트리스 | 수동휠체어"
"11","서울특별시","236","(주)오토복코리아헬스케어","서울특별시 광진구 광나루로 369 1층 129호 (군자동, 광진두산위브파크)","02-6206-7757","의지·보조기(교정형신발 등) | 전동휠체어(가군, 나군) | 자세보조용구 | 욕창예방방석 | 욕창예방매트리스 | 수동휠체어"
"11","서울특별시","235","(주)우리모두행복한세상","서울특별시 양천구 은행정로2길 2, 101호 (신정동, 행복한 세상)","02-2646-3893","전동휠체어(가군, 나군) | 의료용 스쿠터"
"11","서울특별시","234","(주)원남메디칼","서울특별시 금천구 벚꽃로12길 15, 102호 (독산동, 지산아이티벤처센터)","02-3674-5000","의지·보조기(교정형신발 등) | 전동휠체어(가군, 나군) | 의료용 스쿠터 | 전방보행차 | 수동휠체어"
"11","서울특별시","233","(주)유진메디케어","서울시 성동구 성수2가제3동(성수동2가) 275-28 201호","02-2236-2306","전동휠체어(가군, 나군) | 의료용 스쿠터"
"11","서울특별시","232","(주)유진헬스케어","서울특별시 성동구 아차산로15길 34, 2층 구관호 (성수동2가, 오복빌딩)","02-2236-6966","의지·보조기(교정형신발 등) | 전동휠체어(가군, 나군) | 의료용 스쿠터 | 자세보조용구 | 욕창예방방석 | 욕창예방매트리스 | 이동식전동리프트 | 전방보행차 | 후방보행차 | 수동휠체어"
"11","서울특별시","231","(주)이원건강의료기","서울특별시 종로구 경교장길 35, 상가동 1층 3143호 (평동, 경희궁자이 3단지)","02-3673-2121","전동휠체어(가군, 나군) | 의료용 스쿠터 | 보청기"
"11","서울특별시","230","(주)조아실버케어","서울특별시 성동구 왕십리로 241 , 201동 상가층 비201호 (행당동, 서울숲 더샵)","02-585-8137","전동휠체어(가군, 나군) | 의료용 스쿠터 | 보청기 | 욕창예방방석 | 욕창예방매트리스 | 전방보행차 | 수동휠체어"
"11","서울특별시","229","(주)케어로알엔디","서울특별시 중랑구 겸재로23길 16, 1층 (면목동)","070-7438-0920","전동휠체어(가군, 나군) | 의료용 스쿠터 | 수동휠체어"
"11","서울특별시","228","(주)케이디텍","서울특별시 영등포구 영등포로5길 19 , 901~903호 (양평동2가, 동아프라임밸리)","","전동휠체어(가군, 나군) | 의료용 스쿠터 | 욕창예방방석 | 욕창예방매트리스 | 이동식전동리프트 | 전방보행차 | 후방보행차"
"11","서울특별시","227","(주)태양메디텍","서울시 서대문구 천연동(천연동) 48-5","02-363-9462","전동휠체어(가군, 나군) | 의료용 스쿠터 | 보청기 | 욕창예방방석 | 욕창예방매트리스 | 이동식전동리프트 | 전방보행차 | 수동휠체어"
"11","서울특별시","226","(주)통일의료기","서울특별시 종로구 종로 275, 1,2층 (종로6가)","02-741-1461","전동휠체어(가군, 나군) | 의료용 스쿠터 | 보청기 | 욕창예방방석 | 욕창예방매트리스 | 이동식전동리프트 | 전방보행차 | 후방보행차 | 수동휠체어"
"11","서울특별시","225","(주)해피로드","서울특별시 용산구 백범로90라길 28, 111호 (문배동, 삼라마이다스빌아파트)","","전동휠체어(가군, 나군) | 의료용 스쿠터 | 자세보조용구 | 욕창예방방석 | 욕창예방매트리스 | 이동식전동리프트 | 전방보행차 | 후방보행차 | 수동휠체어"
"11","서울특별시","224","(주)휠로피아","서울특별시 강서구 개화동로5길 3-26 (개화동)","02-2607-8655","전동휠체어(가군, 나군) | 의료용 스쿠터 | 욕창예방방석 | 욕창예방매트리스 | 이동식전동리프트 | 전방보행차 | 후방보행차 | 수동휠체어"
"11","서울특별시","223","(주)휠로피아","서울특별시 강서구 개화동로5길 3-26 (개화동)","02-2607-8655","의지·보조기(교정형신발 등) | 전동휠체어(가군, 나군) | 의료용 스쿠터 | 후방보행차 | 수동휠체어"
"11","서울특별시","222","100세건강의료기총판","서울특별시 광진구 영화사로 4 (중곡동)","02-446-2419","전동휠체어(가군, 나군) | 의료용 스쿠터 | 보청기 | 욕창예방방석 | 욕창예방매트리스 | 이동식전동리프트 | 전방보행차 | 후방보행차 | 수동휠체어"
"11","서울특별시","221","100세동안 사당점","서울특별시 동작구 남부순환로 2023 (사당동, 1층)","02-588-1007","전동휠체어(가군, 나군) | 의료용 스쿠터 | 욕창예방방석 | 욕창예방매트리스 | 이동식전동리프트 | 후방보행차 | 수동휠체어"
"11","서울특별시","220","100세동안 서대문점","서울특별시 서대문구 홍연길 82, 2층 (연희동)","02-6326-2876","전동휠체어(가군, 나군) | 의료용 스쿠터 | 보청기 | 욕창예방방석 | 욕창예방매트리스"
"11","서울특별시","219","TS금강","서울특별시 금천구 시흥대로 399, 2층 206호 (독산동, 시티렉스)","02-867-8233","전동휠체어(가군, 나군) | 의료용 스쿠터 | 보청기"
"11","서울특별시","218","가나의료기","서울특별시 노원구 한글비석로24길 37, 1층 (상계동, 신천교회)","02-987-7753","전동휠체어(가군, 나군) | 의료용 스쿠터 | 욕창예방방석 | 욕창예방매트리스 | 수동휠체어"
"11","서울특별시","217","가정의료기","서울특별시 영등포구 신길로28길 9 힐스테이트상가, 상가동 지1층 210호 (신길동, 힐스테이트 클래시안)","02-831-5556","전동휠체어(가군, 나군) | 의료용 스쿠터 | 보청기 | 욕창예방방석 | 욕창예방매트리스 | 이동식전동리프트 | 수동휠체어"
"11","서울특별시","216","감사의료기기","서울특별시 강서구 허준로 198, 306호 (가양동, 가양프라자)","02-2642-4727","전동휠체어(가군, 나군) | 의료용 스쿠터 | 전방보행차 | 수동휠체어"
"11","서울특별시","215","강남실버케어복지센터","서울특별시 강남구 개포로 650, 203호 (일원동, 은성빌딩)","02-445-4006","전동휠체어(가군, 나군) | 의료용 스쿠터 | 욕창예방방석 | 욕창예방매트리스 | 수동휠체어"
"11","서울특별시","214","강남의료기","서울특별시 동작구 신대방길 108, 1층 (신대방동, 대림속셈주산학원)","02-833-5230","전동휠체어(가군, 나군) | 의료용 스쿠터 | 욕창예방방석"
"11","서울특별시","213","강남종합의료기","서울특별시 용산구 대사관로 60 (한남동)","02-797-5617","전동휠체어(가군, 나군) | 의료용 스쿠터 | 욕창예방방석 | 욕창예방매트리스 | 수동휠체어"
"11","서울특별시","212","강동효성노인복지센터복지용구","서울특별시 강동구 상암로 116 (천호동)","02-472-9986","전동휠체어(가군, 나군) | 의료용 스쿠터 | 욕창예방방석 | 욕창예방매트리스 | 이동식전동리프트 | 전방보행차 | 후방보행차 | 수동휠체어"
"11","서울특별시","211","강원전자주식회사","서울특별시 용산구 원효로 153, 3층 301호 (원효로3가, 원효빌딩)","02-702-0599","전동휠체어(가군, 나군) | 의료용 스쿠터 | 욕창예방방석 | 욕창예방매트리스 | 수동휠체어"
"11","서울특별시","210","건국대학교병원","서울특별시 광진구 능동로 120-1 (화양동)","02-1588-1533","전동휠체어(가군, 나군) | 의료용 스쿠터 | 보청기"
"11","서울특별시","209","건국의료기","서울특별시 광진구 능동로9길 23 (자양동, 1층)","02-462-2025","전동휠체어(가군, 나군) | 의료용 스쿠터 | 보청기 | 욕창예방방석 | 욕창예방매트리스 | 수동휠체어"
"11","서울특별시","208","경동복지상사","서울특별시 동대문구 왕산로32길 74, 5호 (용두동)","02-964-1015","전동휠체어(가군, 나군) | 의료용 스쿠터 | 보청기 | 욕창예방방석 | 욕창예방매트리스 | 이동식전동리프트 | 전방보행차 | 후방보행차 | 수동휠체어"
"11","서울특별시","207","경동의료기상사 용두점","서울특별시 동대문구 왕산로 138-1, 1층 (용두동)","02-962-1015","전동휠체어(가군, 나군) | 의료용 스쿠터 | 욕창예방방석 | 욕창예방매트리스 | 전방보행차 | 후방보행차 | 수동휠체어"
"11","서울특별시","206","경일의료과학상사","서울특별시 종로구 종로 138-0 (종로3가)","02-2276-0047","전동휠체어(가군, 나군) | 의료용 스쿠터 | 보청기 | 욕창예방방석 | 욕창예방매트리스 | 이동식전동리프트 | 전방보행차 | 후방보행차 | 수동휠체어"
"11","서울특별시","205","경일의료기","서울특별시 종로구 종로 140, 101호 (종로3가)","02-2273-0089","전동휠체어(가군, 나군) | 의료용 스쿠터 | 보청기 | 욕창예방방석 | 욕창예방매트리스 | 이동식전동리프트 | 전방보행차 | 후방보행차 | 수동휠체어"
"11","서울특별시","204","경희종로의료기상사","서울특별시 강동구 동남로 891, 101호 (명일동, 현대델리안오피스텔)","02-426-7579","전동휠체어(가군, 나군) | 의료용 스쿠터 | 욕창예방방석 | 욕창예방매트리스 | 수동휠체어"
"11","서울특별시","203","고대의료기","서울특별시 구로구 구로동로 153, 1층 (구로동)","02-857-5559","전동휠체어(가군, 나군) | 의료용 스쿠터 | 보청기 | 욕창예방방석 | 욕창예방매트리스 | 이동식전동리프트 | 전방보행차 | 후방보행차 | 수동휠체어"
"11","서울특별시","202","고려의료기","서울특별시 노원구 동일로 1350, 102호 (상계동, 삼양빌딩)","02-935-8800","전동휠체어(가군, 나군) | 의료용 스쿠터 | 보청기 | 욕창예방방석 | 욕창예방매트리스 | 이동식전동리프트 | 전방보행차 | 후방보행차 | 수동휠체어"
"11","서울특별시","201","고프리","서울특별시 양천구 남부순환로 597, 1층 (신월동)","02-2699-5949","전동휠체어(가군, 나군) | 의료용 스쿠터 | 수동휠체어"
"11","서울특별시","200","관악대성휠체어의료기","서울특별시 관악구 관악로 224 (봉천동)","02-887-9353","전동휠체어(가군, 나군) | 의료용 스쿠터 | 전방보행차 | 수동휠체어"
"11","서울특별시","199","국민건강지원센터","서울특별시 양천구 등촌로 82, 202호 (목동)","010-2726-7472","전동휠체어(가군, 나군) | 의료용 스쿠터 | 보청기 | 욕창예방방석 | 욕창예방매트리스 | 이동식전동리프트 | 전방보행차 | 수동휠체어"
"11","서울특별시","198","국민의지","서울특별시 성동구 왕십리로 58, 11층 1108호 (성수동1가, FORHU)","02-309-0170","의지·보조기(교정형신발 등) | 전동휠체어(가군, 나군) | 의료용 스쿠터 | 보청기 | 욕창예방방석 | 욕창예방매트리스 | 전방보행차 | 수동휠체어"
"11","서울특별시","197","국민의지","서울특별시 성동구 왕십리로11길 7, 지하층 (성수동1가)","02-309-0170","의지·보조기(교정형신발 등) | 전동휠체어(가군, 나군) | 의료용 스쿠터 | 보청기 | 욕창예방방석 | 욕창예방매트리스 | 전방보행차 | 수동휠체어"
"11","서울특별시","196","국제의료기","서울특별시 종로구 창경궁로 158 (원남동)","02-742-8979","전동휠체어(가군, 나군) | 의료용 스쿠터 | 욕창예방방석 | 욕창예방매트리스 | 전방보행차 | 후방보행차 | 수동휠체어"
"11","서울특별시","195","국희헬스케어","서울특별시 동대문구 서울시립대로 66, 2층 (전농동)","070-4300-8275","전동휠체어(가군, 나군) | 의료용 스쿠터 | 욕창예방방석 | 욕창예방매트리스 | 전방보행차 | 후방보행차 | 수동휠체어"
"11","서울특별시","194","군자메디칼","서울특별시 광진구 긴고랑로26길 7-2, 101호 (중곡동)","070-4384-7855","전동휠체어(가군, 나군) | 의료용 스쿠터 | 욕창예방방석 | 욕창예방매트리스 | 이동식전동리프트 | 전방보행차 | 수동휠체어"
"11","서울특별시","193","굿모닝보청기","서울시 동작구 사당제1동(사당동) 1007-1 2층","02-598-4200","전동휠체어(가군, 나군) | 의료용 스쿠터 | 보청기"
"11","서울특별시","192","그린메디칼","서울특별시 은평구 갈현로 81, 501호 (역촌동, 그린빌딩)","02-354-6966","전동휠체어(가군, 나군) | 의료용 스쿠터 | 욕창예방방석 | 욕창예방매트리스 | 수동휠체어"
"11","서울특별시","191","금강기건메디컬","서울특별시 구로구 경인로20가길 5, 901동 9층 345호 (오류동, 하늘쉼빌딩)","02-2066-2036","전동휠체어(가군, 나군) | 의료용 스쿠터 | 욕창예방방석 | 욕창예방매트리스 | 전방보행차 | 후방보행차 | 수동휠체어"
"11","서울특별시","190","금강오픈케어","서울특별시 노원구 덕릉로 863, 1층 103호 (상계동, 동아태권도)","02-955-7650","전동휠체어(가군, 나군) | 의료용 스쿠터 | 욕창예방방석 | 욕창예방매트리스 | 이동식전동리프트 | 전방보행차 | 후방보행차 | 수동휠체어"
"11","서울특별시","189","꿈에그린재가노인복지센터","서울특별시 강서구 양천로26길 18, 2층 (방화동, 정곡빌딩)","02-6735-1123","전동휠체어(가군, 나군) | 의료용 스쿠터 | 수동휠체어"
"11","서울특별시","188","노바의료기","서울특별시 영등포구 버드나루로 50, 101호 (영등포동2가, 리버타워오피스텔)","02-2638-0005","전동휠체어(가군, 나군) | 의료용 스쿠터 | 욕창예방방석 | 욕창예방매트리스 | 이동식전동리프트 | 수동휠체어"
"11","서울특별시","187","노바의료기","서울특별시 동작구 흑석로 102, 지하1층 11호 (흑석동, 중앙대학교병원)","02-825-2041","전동휠체어(가군, 나군) | 의료용 스쿠터 | 욕창예방매트리스 | 수동휠체어"
"11","서울특별시","186","노원십자의료기상사","서울특별시 노원구 공릉로59길 28, 지층 8호 (하계동, 미성아파트)","02-971-2110","전동휠체어(가군, 나군) | 의료용 스쿠터 | 보청기 | 욕창예방방석 | 욕창예방매트리스 | 이동식전동리프트 | 전방보행차 | 후방보행차 | 수동휠체어"
"11","서울특별시","185","누리케어","서울특별시 중랑구 용마산로116길 6, 311호 (망우동, 아름빌딩)","02-948-1893","전동휠체어(가군, 나군) | 의료용 스쿠터 | 수동휠체어"
"11","서울특별시","184","뉴코리아케어","서울특별시 강서구 공항대로41길 66, B1층 103호 (등촌동, 세신등촌종합상가)","010-4184-8323","전동휠체어(가군, 나군) | 의료용 스쿠터 | 욕창예방방석 | 수동휠체어"
"11","서울특별시","183","늘푸른건강 의료기","서울특별시 광진구 구의로1길 30, 102호 (구의동)","02-444-8040","전동휠체어(가군, 나군) | 의료용 스쿠터 | 욕창예방방석 | 욕창예방매트리스 | 이동식전동리프트 | 전방보행차 | 후방보행차 | 수동휠체어"
"11","서울특별시","182","늘푸른실버케어센타","서울특별시 강동구 천호대로170길 37, 1층 (성내동, 유성빌딩)","02-471-0247","전동휠체어(가군, 나군) | 의료용 스쿠터 | 욕창예방방석 | 욕창예방매트리스 | 수동휠체어"
"11","서울특별시","181","다나헬스케어","서울특별시 강동구 천호대로 1041, 1층 (천호동)","010-8391-4576","전동휠체어(가군, 나군) | 의료용 스쿠터 | 욕창예방방석 | 욕창예방매트리스 | 이동식전동리프트 | 전방보행차"
"11","서울특별시","180","다온메디칼","서울특별시 광진구 능동로36길 83 (능동)","02-3426-1256","전동휠체어(가군, 나군) | 의료용 스쿠터 | 보청기"
"11","서울특별시","179","다온의료기","서울특별시 중랑구 봉우재로 53 (면목동)","02-493-2025","전동휠체어(가군, 나군) | 의료용 스쿠터 | 보청기 | 욕창예방방석 | 욕창예방매트리스 | 전방보행차 | 수동휠체어"
"11","서울특별시","178","대건재가복지센터","서울특별시 마포구 동교로9길 33 (망원동, 2층)","02-334-2771","전동휠체어(가군, 나군) | 의료용 스쿠터 | 욕창예방방석 | 욕창예방매트리스 | 이동식전동리프트 | 수동휠체어"
"11","서울특별시","177","대림보조기","서울특별시 용산구 한강대로 351-2 (동자동, 대림보조기,에스다)","02-715-4649","의지·보조기(교정형신발 등) | 전동휠체어(가군, 나군) | 의료용 스쿠터 | 보청기 | 수동휠체어"
"11","서울특별시","176","대성의료기","서울특별시 동작구 사당로8길 22, 1층 (사당동)","02-534-9828","전동휠체어(가군, 나군) | 의료용 스쿠터 | 욕창예방방석 | 욕창예방매트리스 | 이동식전동리프트 | 수동휠체어"
"11","서울특별시","175","대양의료기","서울특별시 강동구 진황도로61길 25, 101호 103호 (둔촌동)","02-475-0284","전동휠체어(가군, 나군) | 의료용 스쿠터 | 보청기 | 욕창예방방석 | 욕창예방매트리스 | 전방보행차 | 수동휠체어"
"11","서울특별시","174","대양의수족","서울특별시 강동구 진황도로 170 (둔촌동)","02-471-3893","의지·보조기(교정형신발 등) | 전동휠체어(가군, 나군) | 의료용 스쿠터 | 욕창예방방석 | 욕창예방매트리스 | 이동식전동리프트 | 전방보행차 | 후방보행차 | 수동휠체어"
"11","서울특별시","173","대한메디칼","서울특별시 성북구 돌곶이로14길 75-1, 1층 (석관동)","02-969-6122","전동휠체어(가군, 나군) | 의료용 스쿠터 | 욕창예방방석 | 욕창예방매트리스 | 이동식전동리프트 | 전방보행차 | 후방보행차 | 수동휠체어"
"11","서울특별시","172","대한의료기복지용구","서울특별시 강북구 도봉로81길 12 우측, 1층 (수유동)","02-998-1011","전동휠체어(가군, 나군) | 의료용 스쿠터 | 욕창예방방석 | 욕창예방매트리스 | 이동식전동리프트 | 전방보행차 | 수동휠체어"
"11","서울특별시","171","대한의수족연구소","서울특별시 종로구 창경궁로 141-0 (원남동) 1층","02-763-1581","의지·보조기(교정형신발 등) | 전동휠체어(가군, 나군) | 의료용 스쿠터 | 수동휠체어"
"11","서울특별시","170","더드림케어","서울특별시 도봉구 덕릉로60길 68-3, 1층 (창동)","02-999-9935","전동휠체어(가군, 나군) | 의료용 스쿠터 | 욕창예방방석 | 욕창예방매트리스 | 이동식전동리프트 | 전방보행차 | 후방보행차 | 수동휠체어"
"11","서울특별시","169","더미통상","서울특별시 중구 삼일대로 363, 7층 10호 (장교동, 장교빌딩)","02-2275-1478","전동휠체어(가군, 나군) | 의료용 스쿠터 | 보청기 | 욕창예방방석 | 욕창예방매트리스 | 이동식전동리프트 | 수동휠체어"
"11","서울특별시","168","더케어","서울특별시 강북구 삼양로35길 19, 지층 (미아동)","010-5279-0062","전동휠체어(가군, 나군) | 의료용 스쿠터"
"11","서울특별시","167","동남메디칼","서울특별시 종로구 종로 146-1 (종로3가)","02-2271-1431","전동휠체어(가군, 나군) | 의료용 스쿠터 | 보청기 | 수동휠체어"
"11","서울특별시","166","동문의료기","서울특별시 성동구 마조로 22-2 (행당동, 한대동문회관)","02-2297-9595","전동휠체어(가군, 나군) | 의료용 스쿠터 | 보청기 | 욕창예방방석 | 욕창예방매트리스 | 이동식전동리프트 | 수동휠체어"
"11","서울특별시","165","동방의료기","서울특별시 구로구 가마산로 205, 1층 (구로동)","02-838-2608","전동휠체어(가군, 나군) | 의료용 스쿠터 | 보청기 | 욕창예방방석 | 욕창예방매트리스 | 이동식전동리프트 | 전방보행차 | 후방보행차 | 수동휠체어"
"11","서울특별시","164","동서울종합복지센터","서울특별시 강동구 천호대로193길 18, 1층 (길동)","02-473-5247","전동휠체어(가군, 나군) | 의료용 스쿠터 | 욕창예방방석 | 욕창예방매트리스 | 이동식전동리프트 | 전방보행차 | 수동휠체어"
"11","서울특별시","163","동아의료기","서울특별시 중랑구 동일로 786, 103호 (중화동, 두암빌딩)","02-433-9910","전동휠체어(가군, 나군) | 의료용 스쿠터 | 욕창예방방석 | 욕창예방매트리스 | 이동식전동리프트 | 전방보행차 | 후방보행차 | 수동휠체어"
"11","서울특별시","162","동해의료기","서울특별시 영등포구 도림로 150 (대림동, 미래산업빌딩)","02-843-0071","전동휠체어(가군, 나군) | 의료용 스쿠터 | 욕창예방방석 | 욕창예방매트리스 | 수동휠체어"
"11","서울특별시","161","동화메디칼","서울특별시 노원구 화랑로 419-7 (공릉동, 에스에스빌딩)","02-969-9910","전동휠체어(가군, 나군) | 의료용 스쿠터 | 욕창예방방석 | 욕창예방매트리스 | 이동식전동리프트 | 전방보행차 | 후방보행차 | 수동휠체어"
"11","서울특별시","160","든든케어","서울특별시 도봉구 덕릉로63가길 61, 상가동 213호 (창동, 창동대우아파트)","02-6013-3575","전동휠체어(가군, 나군) | 의료용 스쿠터 | 욕창예방방석 | 욕창예방매트리스 | 수동휠체어"
"11","서울특별시","159","디에스케어","서울특별시 노원구 덕릉로115다길 40, 상가 115호 (상계동, 건영아파트)","02-971-5002","전동휠체어(가군, 나군) | 의료용 스쿠터 | 욕창예방방석 | 욕창예방매트리스 | 이동식전동리프트 | 전방보행차 | 후방보행차 | 수동휠체어"
"11","서울특별시","158","땡큐시니어건강의료기 강남점","서울특별시 서초구 반포대로 217, 지하1층 (반포동, 조달청빌딩)","02-3476-3355","전동휠체어(가군, 나군) | 의료용 스쿠터 | 욕창예방방석 | 욕창예방매트리스 | 전방보행차 | 수동휠체어"
"11","서울특별시","157","라이프 서포트 스테이션(LSS)","서울특별시 은평구 갈현로 227, 1층 (갈현동)","02-431-6105","전동휠체어(가군, 나군) | 의료용 스쿠터"
"11","서울특별시","156","라임 리사이클","서울특별시 노원구 덕릉로 805, 204호 (상계동)","010-8033-8572","전동휠체어(가군, 나군) | 의료용 스쿠터"
"11","서울특별시","155","매디컬브랜드(휴의료기, 휴보청기, 휴안경원)","서울특별시 양천구 목동남로4길 2, 127호 (신정동, 세양청마루2차주상복합)","010-7636-4836","전동휠체어(가군, 나군) | 의료용 스쿠터 | 보청기 | 욕창예방방석 | 욕창예방매트리스 | 이동식전동리프트 | 전방보행차 | 후방보행차 | 수동휠체어"
"11","서울특별시","154","명성의료기","서울특별시 중랑구 면목로51길 25, 1층 (면목동)","02-2208-1586","전동휠체어(가군, 나군) | 욕창예방방석 | 욕창예방매트리스 | 수동휠체어"
"11","서울특별시","153","미산의료기","서울특별시 종로구 경교장길 35, 1층 3143호 (평동, 경희궁자이 3단지)","02-744-8844","전동휠체어(가군, 나군) | 의료용 스쿠터 | 보청기 | 욕창예방매트리스 | 전방보행차 | 수동휠체어"
"11","서울특별시","152","미소들 의료기","서울특별시 구로구 고척로21나길 88-41 (개봉동, 미소들병원)","02-2689-7767","전동휠체어(가군, 나군) | 의료용 스쿠터 | 욕창예방방석 | 욕창예방매트리스"
"11","서울특별시","151","미소의료기","서울특별시 강북구 삼각산로 58, 지하1층 B110호 (수유동, 국립재활원)","02-994-7794","전동휠체어(가군, 나군) | 의료용 스쿠터 | 욕창예방방석 | 욕창예방매트리스 | 이동식전동리프트 | 전방보행차 | 후방보행차 | 수동휠체어"
"11","서울특별시","150","미소케어","서울특별시 강북구 삼양로24길 47, 1층 (미아동)","02-949-0877","전동휠체어(가군, 나군) | 의료용 스쿠터 | 욕창예방방석 | 욕창예방매트리스 | 이동식전동리프트 | 수동휠체어"
"11","서울특별시","149","반도의료기","서울특별시 영등포구 시흥대로 651-1 (대림동)","02-833-6633","전동휠체어(가군, 나군) | 의료용 스쿠터 | 보청기 | 전방보행차 | 후방보행차 | 수동휠체어"
"11","서울특별시","148","반석메디텍","서울특별시 중구 칠패로 6, 지층 (의주로2가)","02-392-3950","의지·보조기(교정형신발 등) | 전동휠체어(가군, 나군) | 의료용 스쿠터"
"11","서울특별시","147","백세건강의료기","서울특별시 강동구 동남로85길 67, 1층 103호 (고덕동)","010-3247-3513","전동휠체어(가군, 나군) | 의료용 스쿠터 | 이동식전동리프트 | 수동휠체어"
"11","서울특별시","146","보건연세의료기","서울특별시 서대문구 북아현로14길 30 (북아현동)","02-365-7998","전동휠체어(가군, 나군) | 의료용 스쿠터 | 보청기 | 욕창예방방석 | 욕창예방매트리스 | 이동식전동리프트 | 전방보행차 | 수동휠체어"
"11","서울특별시","145","보건의료기","서울특별시 동대문구 왕산로 264, 1층 (전농동)","02-2298-2004","전동휠체어(가군, 나군) | 의료용 스쿠터 | 보청기 | 욕창예방방석 | 욕창예방매트리스 | 이동식전동리프트 | 전방보행차 | 후방보행차 | 수동휠체어"
