"sido","sigungu","oper_type","name","support","kakao_name","addr_road","addr_jibun","longitude","latitude","tel","place_url","category","geo_grade","match_query","cand_seen"
"서울","관악구","지정","현대케어","○ 수급자, 차상위: 30만원 / ○ 일반 : 15만원","현대케어","서울 관악구 당곡2길 17","서울 관악구 봉천동 711-28","126.929856826533","37.4908310435666","","http://place.map.kakao.com/15586214","의료,건강 > 의료기기판매","A","서울 관악구 현대케어","2"
"서울","관악구","지정","휠로피아","○ 수급자, 차상위: 30만원 / ○ 일반 : 15만원","","","","","","","","","NONE","","3"
"서울","광진구","지정","엠코리아 토탈서비스","○ 수급자, 차상위: 30만원 / ○ 일반 : 15만원","","","","","","","","","NONE","","3"
"서울","광진구","지정","우정메디케어","○ 수급자, 차상위: 30만원 / ○ 일반 : 15만원","","","","","","","","","NONE","","3"
"서울","광진구","지정","위드로케어","○ 수급자, 차상위: 30만원 / ○ 일반 : 15만원","","","","","","","","","NONE","","0"
"서울","구로구","지정","액티피아","○ 수급자, 차상위: 30만원 / ○ 일반: 20만원","","","","","","","","","NONE","","2"
"서울","구로구","지정","케어존","○ 수급자, 차상위: 30만원 / ○ 일반: 20만원","스카이케어존","서울 구로구 고척로52길 48","서울 구로구 고척동 296","126.856093583721","37.5029007708928","02-2613-0019","http://place.map.kakao.com/37355535","서비스,산업 > 전문대행 > 청소대행","A","서울 구로구 케어존","2"
"서울","구로구","지정","휠로피아","○ 수급자, 차상위: 30만원 / ○ 일반: 20만원","","","","","","","","","NONE","","3"
"서울","금천구","지정","알파케어","○ 수급자: 30만원 / ○ 차상위: 30만원 / ○ 일반: 10만원","","","","","","","","","NONE","","4"
"서울","금천구","지정","액티피아","○ 수급자: 30만원 / ○ 차상위: 30만원 / ○ 일반: 10만원","","","","","","","","","NONE","","2"
"서울","금천구","지정","장수메디케어","○ 수급자: 30만원 / ○ 차상위: 30만원 / ○ 일반: 10만원","","","","","","","","","NONE","","2"
"서울","금천구","지정","현대케어","○ 수급자: 30만원 / ○ 차상위: 30만원 / ○ 일반: 10만원","","","","","","","","","NONE","","23"
"서울","노원구","지정","금강오픈케어","○ 수급자, 차상위: 30만원 / ○ 일반 : 15만원","금강오픈케어","서울 노원구 덕릉로 863","서울 노원구 상계동 1369-5","127.083563039291","37.673186067197","02-955-7650","http://place.map.kakao.com/1867632110","의료,건강","A","서울 노원구 금강오픈케어","1"
"서울","노원구","지정","동화메디칼","○ 수급자, 차상위: 30만원 / ○ 일반 : 15만원","동화메디칼","서울 노원구 화랑로 419-7","서울 노원구 공릉동 684-49","127.073787014993","37.6176424392038","","http://place.map.kakao.com/22842359","의료,건강 > 의료기기판매","A","서울 노원구 동화메디칼","1"
"서울","노원구","지정","디에스케어","○ 수급자, 차상위: 30만원 / ○ 일반 : 15만원","디에스케어","서울 노원구 덕릉로115다길 40","서울 노원구 상계동 1321","127.078196713193","37.6686298885267","","http://place.map.kakao.com/949361991","의료,건강 > 의료기기판매 > 의료보조기구","A","서울 노원구 디에스케어","1"
"서울","노원구","지정","스카이메디칼","○ 수급자, 차상위: 30만원 / ○ 일반 : 15만원","","","","","","","","","NONE","","16"
"서울","노원구","지정","장수메디케어","○ 수급자, 차상위: 30만원 / ○ 일반 : 15만원","장수메디케어","서울 노원구 공릉로41길 17","서울 노원구 공릉동 415-64","127.078637574079","37.6245156422432","02-949-2237","http://place.map.kakao.com/2034328574","의료,건강 > 의료기기판매","A","서울 노원구 장수메디케어","1"
"서울","노원구","지정","퍼스트케어","○ 수급자, 차상위: 30만원 / ○ 일반 : 15만원","","","","","","","","","NONE","","16"
"서울","노원구","지정","세움보조기","○ 수급자, 차상위: 30만원 / ○ 일반 : 15만원","","","","","","","","","NONE","","0"
"서울","도봉구","지정","도봉구보장구수리센터","○ 수급자, 차상위: 30만원 / ○ 일반 : 15만원","","","","","","","","","NONE","","0"
"서울","동대문구","지정","엠에이디매직(동문장애인복지관 운영)","○ 수급자, 차상위: 30만원 / ○ 일반 : 15만원","","","","","","","","","NONE","","0"
"서울","동대문구","지정","퍼스트케어(새날동대문장애인자립생활센터운영)","○ 수급자, 차상위: 30만원 / ○ 일반 : 15만원","","","","","","","","","NONE","","0"
"서울","동작구","지정","알파케어","○ 수급자, 차상위: 30만원 / ○ 일반 : 15만원","알파케어","서울 동작구 상도로34나길 9","서울 동작구 상도동 154-5","126.94606469374386","37.50398704029284","02-811-1004","http://place.map.kakao.com/455414138","의료,건강 > 의료기기판매 > 의료보조기구","A","서울 동작구 알파케어","1"
"서울","동작구","지정","액티피아","○ 수급자, 차상위: 30만원 / ○ 일반 : 15만원","액티피아","서울 동작구 등용로 20","서울 동작구 상도동 363-190","126.93650093616566","37.505785197983336","1588-3037","http://place.map.kakao.com/946403290","의료,건강 > 의료기기판매","A","서울 동작구 액티피아","1"
"서울","동작구","지정","케이디텍","○ 수급자, 차상위: 30만원 / ○ 일반 : 15만원","","","","","","","","","NONE","","17"
"서울","동작구","지정","현대케어","○ 수급자, 차상위: 30만원 / ○ 일반 : 15만원","","","","","","","","","NONE","","25"
"서울","동작구","지정","휠로피아","○ 수급자, 차상위: 30만원 / ○ 일반 : 15만원","","","","","","","","","NONE","","3"
"서울","마포구","위탁","마포보장구수리센터","○ 수급자, 차상위: 30만원 / ○ 일반 : 20만원","","","","","","","","","NONE","","0"
"서울","마포구","지정","세라케어","○ 수급자, 차상위: 30만원 / ○ 일반 : 20만원","","","","","","","","","NONE","","2"
"서울","마포구","지정","현대케어","○ 수급자, 차상위: 30만원 / ○ 일반 : 20만원","","","","","","","","","NONE","","26"
"서울","서대문구","지정","서대문햇살아래장애인자립생활센터","○ 수급자, 차상위: 40만원 / ○ 일반 : 27만원","서대문 햇살아래장애인자립생활센터","서울 서대문구 세무서길 11","서울 서대문구 홍제동 251","126.94525635784002","37.58868777602458","02-379-6692","http://place.map.kakao.com/12964740","사회,공공기관 > 단체,협회 > 사회복지시설 > 장애인복지시설","A","서울 서대문구 서대문햇살아래장애인자립생활센터","1"
"서울","서초구","위탁","서초구립한우리보장구수리센터","○ 수급자, 차상위: 30만원 / ○ 일반 : 20만원","","","","","","","","","NONE","","0"
"서울","성동구","위탁","성동장애인종합복지관","○ 수급자, 차상위: 30만원 / ○ 일반 : 10만원","성동장애인종합복지관","서울 성동구 청계천로 506","서울 성동구 마장동 527-2","127.03340178812648","37.57021816112238","02-2290-3100","http://place.map.kakao.com/27454500","사회,공공기관 > 단체,협회 > 사회복지시설 > 장애인복지시설","A","서울 성동구 성동장애인종합복지관","2"
"서울","성북구","지정","성북장애인보장구수리센터","○ 수급자, 차상위: 30만원 / ○ 일반 : 15만원","성북장애인보장구수리센터","서울 성북구 보문로 133","서울 성북구 보문동2가 41","127.01843686593179","37.58675649053935","02-921-7230","http://place.map.kakao.com/17304493","사회,공공기관 > 단체,협회 > 사회복지시설 > 장애인복지시설","A","서울 성북구 성북장애인보장구수리센터","1"
"서울","송파구","지정","우정메디케어","○ 수급자, 차상위: 30만원 / ○ 일반 : 20만원","우정메디케어","서울 송파구 마천로28길 4","서울 송파구 오금동 131-14","127.139724017492","37.5021939979086","02-6396-2222","http://place.map.kakao.com/711612070","의료,건강 > 의료기기판매 > 의료보조기구 > 장애보조기구","A","서울 송파구 우정메디케어","1"
"서울","송파구","지정","백세건강의료기","○ 수급자, 차상위: 30만원 / ○ 일반 : 20만원","","","","","","","","","NONE","","7"
"서울","송파구","지정","송파보장구수리센터","○ 수급자, 차상위: 30만원 / ○ 일반 : 20만원","","","","","","","","","NONE","","0"
"서울","송파구","지정","알파케어","○ 수급자, 차상위: 30만원 / ○ 일반 : 20만원","","","","","","","","","NONE","","4"
"서울","송파구","지정","액티피아","○ 수급자, 차상위: 30만원 / ○ 일반 : 20만원","","","","","","","","","NONE","","2"
"서울","송파구","지정","엠코리아토탈서비스","○ 수급자, 차상위: 30만원 / ○ 일반 : 20만원","","","","","","","","","NONE","","3"
"서울","송파구","지정","위드로케어","○ 수급자, 차상위: 30만원 / ○ 일반 : 20만원","","","","","","","","","NONE","","0"
"서울","송파구","지정","케이씨","○ 수급자, 차상위: 30만원 / ○ 일반 : 20만원","케이씨에코사이클","서울 송파구 헌릉로 793","서울 송파구 장지동 695-1","127.12455320847769","37.4719064799181","02-401-6789","http://place.map.kakao.com/654844756","서비스,산업 > 환경","A","서울 송파구 케이씨","15"
"서울","송파구","지정","휠로피아","○ 수급자, 차상위: 30만원 / ○ 일반 : 20만원","","","","","","","","","NONE","","3"
"서울","구로구","지정","현대케어","○ 수급자, 차상위: 30만원 / ○ 일반: 20만원","","","","","","","","","NONE","","24"
"서울","양천구","지정","굿인","○ 수급자, 차상위: 30만원 / ○ 일반 : 30만원","","","","","","","","","NONE","","45"
"서울","양천구","지정","알파케어","○ 수급자, 차상위: 30만원 / ○ 일반 : 30만원","","","","","","","","","NONE","","5"
"서울","양천구","지정","액티피아","○ 수급자, 차상위: 30만원 / ○ 일반 : 30만원","","","","","","","","","NONE","","3"
"서울","양천구","지정","케어존","○ 수급자, 차상위: 30만원 / ○ 일반 : 30만원","","","","","","","","","NONE","","20"
"서울","양천구","지정","현대케어","○ 수급자, 차상위: 30만원 / ○ 일반 : 30만원","","","","","","","","","NONE","","28"
"서울","양천구","지정","휠로피아","○ 수급자, 차상위: 30만원 / ○ 일반 : 30만원","","","","","","","","","NONE","","3"
"서울","영등포구","지정","알파케어","○ 수급자, 차상위: 30만원 / ○ 일반: 15만원","","","","","","","","","NONE","","5"
"서울","영등포구","지정","액티피아","○ 수급자, 차상위: 30만원 / ○ 일반: 15만원","","","","","","","","","NONE","","3"
"서울","영등포구","지정","케어존","○ 수급자, 차상위: 30만원 / ○ 일반: 15만원","","","","","","","","","NONE","","20"
"서울","영등포구","지정","케이디텍","○ 수급자, 차상위: 30만원 / ○ 일반: 15만원","케이디텍","서울 영등포구 영등포로5길 19","서울 영등포구 양평동2가 37-1","126.884272011067","37.5241792035721","02-741-3378","http://place.map.kakao.com/18956349","서비스,산업 > 인터넷,IT","A","서울 영등포구 케이디텍","2"
"서울","영등포구","지정","현대케어","○ 수급자, 차상위: 30만원 / ○ 일반: 15만원","","","","","","","","","NONE","","27"
"서울","영등포구","지정","휠로피아","○ 수급자, 차상위: 30만원 / ○ 일반: 15만원","","","","","","","","","NONE","","3"
"서울","용산구","지정","중증장애인독립생활연대","○ 수급자, 차상위: 35만원 / ○ 일반 : 25만원","중증장애인독립생활연대","서울 용산구 청파로53길 5","서울 용산구 청파동2가 101-4","126.96978654176655","37.545964175298266","02-716-0302","http://place.map.kakao.com/11543262","사회,공공기관 > 단체,협회 > 사회복지시설 > 장애인복지시설","A","서울 용산구 중증장애인독립생활연대","1"
"서울","은평구","위탁","우리하나은평장애인자립생활센터","○ 수급자, 차상위: 30만원 / ○ 일반 : 10만원","우리하나은평장애인자립생활센터","서울 은평구 수색로 217-1","서울 은평구 증산동 223-28","126.8998297801674","37.57863802372615","02-3157-0420","http://place.map.kakao.com/802723692","사회,공공기관 > 단체,협회 > 사회복지시설 > 장애인복지시설","A","서울 은평구 우리하나은평장애인자립생활센터","1"
"서울","종로구","지정","액티피아","○ 수급자, 차상위: 30만원 / ○ 일반 : 10만원","","","","","","","","","NONE","","2"
"서울","종로구","지정","휠로피아","○ 수급자, 차상위: 30만원 / ○ 일반 : 10만원","","","","","","","","","NONE","","3"
"서울","중구","지정","알파케어","○ 수급자, 차상위: 30만원 / ○ 일반 : 30만원","","","","","","","","","NONE","","4"
"서울","중구","지정","액티피아","○ 수급자, 차상위: 30만원 / ○ 일반 : 30만원","","","","","","","","","NONE","","2"
"서울","중구","지정","엠코리아토탈서비스","○ 수급자, 차상위: 30만원 / ○ 일반 : 30만원","","","","","","","","","NONE","","2"
"서울","중구","지정","케어런","○ 수급자, 차상위: 30만원 / ○ 일반 : 30만원","","","","","","","","","NONE","","1"
"서울","중구","지정","케어존","○ 수급자, 차상위: 30만원 / ○ 일반 : 30만원","","","","","","","","","NONE","","18"
"서울","중구","지정","휠로피아","○ 수급자, 차상위: 30만원 / ○ 일반 : 30만원","","","","","","","","","NONE","","3"
"서울","중랑구","지정","광선메디칼","○ 수급자, 차상위: 30만원 / ○ 일반 : 10만원","","","","","","","","","NONE","","0"
"서울","중랑구","지정","동아의료기","○ 수급자, 차상위: 30만원 / ○ 일반 : 10만원","동아의료기","서울 중랑구 동일로 786","서울 중랑구 중화동 288-1","127.0799463822986","37.60059982021609","02-432-9910","http://place.map.kakao.com/17002136","의료,건강 > 의료기기판매","A","서울 중랑구 동아의료기","5"
"서울","중랑구","지정","중랑구장애인이동기기수리센터","○ 수급자, 차상위: 30만원 / ○ 일반 : 10만원","","","","","","","","","NONE","","3"
"서울","중랑구","지정","퍼스트케어","○ 수급자, 차상위: 30만원 / ○ 일반 : 10만원","","","","","","","","","NONE","","16"
"부산","북구","권역별 운영(민간)","부산장애인자립생활센터","○ 1인당 연 40만원 이내 수리비 지원 / ○ 본인부담 비율 / - 수급자,차상위 : 무상 / - 자립생활장애인 : 10% / - 일반 장애인 : 20% / ○ 배터리:16만원","부산장애인자립생활센터","부산 북구 화명신도시로 117","부산 북구 화명동 2275-3","129.010504018796","35.2346552185348","051-338-2287","http://place.map.kakao.com/18273695","사회,공공기관 > 단체,협회 > 사회복지시설 > 장애인복지시설","A","부산 북구 부산장애인자립생활센터","6"
"부산","사하구","권역별 운영(민간)","사하두바퀴장애인자립생활센터","○ 1인당 연 40만원 이내 수리비 지원 / ○ 본인부담 비율 / - 수급자,차상위 : 무상 / - 자립생활 장애인 : 10% / - 일반 장애인 : 20% / ○ 배터리 : 16만원","사하 두바퀴장애인자립생활센터","부산 사하구 하신번영로 135","부산 사하구 신평동 647-3","128.95979615791282","35.094585899547205","051-294-1282","http://place.map.kakao.com/12099351","사회,공공기관 > 단체,협회 > 사회복지시설 > 장애인복지시설","A","부산 사하구 사하두바퀴장애인자립생활센터","1"
"부산","금정구","권역별 운영(민간)","금정장애인자립생활센터","○ 1인당 연 40만원 이내 수리비 지원 / ○ 본인부담 비율 / - 수급자,차상위 : 무상 / - 자립생활 장애인 : 10% / - 일반 장애인 : 20% / ○ 배터리 : 16만원","금정장애인 자립생활센터","부산 금정구 중앙대로 1675","부산 금정구 부곡동 235-14","129.091428517972","35.2340944779467","051-582-3334","http://place.map.kakao.com/14825801","사회,공공기관 > 단체,협회 > 사회복지시설 > 장애인복지시설","A","부산 금정구 금정장애인자립생활센터","1"
"부산","연제구","권역별 운영(민간)","부산장애인종합복지관","○ 1인당 연 40만원 이내 수리비 지원 / ○ 본인부담 비율 / - 수급자,차상위 : 무상 / - 자립생활 장애인 : 10% / - 일반 장애인 : 20% / ○ 배터리 : 16만원","","","","","","","","","NONE","","21"
"대구","중구","위탁","대구광역시지체장애인협회","○ 기초수급자, 차상위: 30만원 / ○ 차상위 초과 : 20만원","대구광역시지체장애인협회","대구 중구 달구벌대로 2156","대구 중구 봉산동 165-7","128.59887390044062","35.8636749064114","053-954-0170","http://place.map.kakao.com/507117670","사회,공공기관 > 단체,협회","A","대구 중구 대구광역시지체장애인협회","9"
"대구","달서구","위탁","대구광역시 장애인재활협회","○ 기초수급자, 차상위: 30만원 / ○ 차상위 초과 : 20만원","","","","","","","","","NONE","","7"
"인천","남동구","위탁","(사)인천광역시지체장애인협회","○ 수급자, 차상위: 30만원","인천광역시지체장애인협회 남동구지회","인천 남동구 문화서로62번길 13","인천 남동구 구월동 1114-12","126.69735035833807","37.450830702307485","032-471-7000","http://place.map.kakao.com/24957475","사회,공공기관 > 단체,협회 > 사회복지시설 > 장애인복지시설","A","인천 남동구 (사)인천광역시지체장애인협회","5"
"인천","계양구","공모","이레케어","○ 수급자, 차상위, 유공자: 20만원 / ○ 일반장애인: 15만원","이레케어","인천 계양구 장제로933번길 11","인천 계양구 방축동 117-2","126.740738830662","37.550356892903","010-3709-2959","http://place.map.kakao.com/1663178742","의료,건강 > 의료기기판매 > 의료보조기구 > 장애보조기구","A","인천 계양구 이레케어","1"
"인천","계양구","공모","노란케어119","○ 수급자, 차상위, 유공자: 20만원 / ○ 일반장애인: 15만원","","","","","","","","","NONE","","0"
"광주","서구","위탁","광주광역시지체장애인협회","○ 기초수급자, 차상위계층 : 수리비용 연간 30만원 이내(전액지원) / ○ 일반장애인 : 수리비용 연간 20만원 이내(1/2지원)","","","","","","","","","NONE","","40"
"대전","동구","-","대전지체장애인협회","○ 수급자, 차상위: 30만원 / ○ 일반 : 5만원","대전지체장애인협회 동구지회","대전 동구 옥천로 187","대전 동구 판암동 870","127.46079897396714","36.31805312052607","042-628-1602","http://place.map.kakao.com/523713947","사회,공공기관 > 단체,협회","A","대전 동구 대전지체장애인협회","4"
"대전","서구","업무협약","행복전동휠체어협동조합","○ 수급자, 차상위: 20만원 / ○ 일반 : 10만원","","","","","","","","","NONE","","0"
"대전","중구","-","대전척수장애인협회","척수장애인무료","대전척수장애인협회 직업재활센터","대전 중구 보문로 233","대전 중구 대흥동 508-64","127.422521104701","36.3234312928045","","http://place.map.kakao.com/782526634","가정,생활 > 식품판매","A","대전 중구 대전척수장애인협회","2"
"울산","울산 남구, 중구, 북구, 동구, 울주군","위탁","울산광역시보조기기서비스센터","○ 수급자, 차상위: 30만원 / ○ 일반 : 20만원","","","","","","","","","NONE","","2"
"세종","세종특별자치시","위탁","휠체어 수리지원센터","○ 수급자, 차상위 : 20만원 / ○ 일반 : 10만원","","","","","","","","","NONE","","0"
"경기","경기도전체","도 위탁사업","경기도장애인보장구수리지원센터","○ 무상수리 / ○ 미보유 부품 비용 자부담","경기도장애인보장구수리지원센터","경기 수원시 권선구 구운로45번길 27","경기 수원시 권선구 구운동 522-2","126.97249574422","37.2766987201866","031-251-7192","http://place.map.kakao.com/910528453","사회,공공기관 > 단체,협회 > 사회복지시설 > 장애인복지시설","A","경기 경기도장애인보장구수리지원센터","3"
"경기","경기남부(21개 시/군)","도 위탁사업","경기도재활공학서비스연구지원센터","○ 수급권자 : 12만원 / ○ 차상위 : 12만원 / ○ 건강보험 : 10만원","경기도재활공학서비스연구지원센터","경기 수원시 권선구 서수원로 130","경기 수원시 권선구 오목천동 677","126.972695337231","37.2391739267202","031-295-7363","http://place.map.kakao.com/10178683","교육,학문 > 연구소 > 의학,약학연구소","A","경기 경기도재활공학서비스연구지원센터","1"
"경기","경기북부(10개 시/군)","도 위탁사업","경기도보조기기북부센터","○ 수급권자 : 12만원 / ○ 차상위 : 12만원 / ○ 건강보험 : 10만원","경기도보조기기 북부센터","경기 양주시 고삼로43번길 28","경기 양주시 삼숭동 640-18","127.09108777450133","37.801324489721054","031-852-7363","http://place.map.kakao.com/27336405","사회,공공기관 > 단체,협회 > 사회복지시설 > 장애인복지시설","A","경기 경기도보조기기북부센터","1"
"경기","가평군","위탁","경기도지체장애인협회 가평군지회","○ 수급권자 : 20만원 / ○ 차상위 : 20만원 / ○ 건강보험 : 10만원","경기도 지체장애인협회 가평군지회","경기 가평군 가평읍 석봉로191번길 65-35","경기 가평군 가평읍 읍내리 860","127.50099096457951","37.83083213734429","031-582-0790","http://place.map.kakao.com/1974939446","사회,공공기관 > 단체,협회","A","경기 가평군 경기도지체장애인협회 가평군지회","1"
"경기","고양시","위탁","장애인권익지원협회 고양시지부","○ 수급자, 차상위 : 25만원 / ○ 건강보험 : 10만원","","","","","","","","","NONE","","0"
"경기","고양시","위탁","나우의료기","○ 수급자, 차상위 : 25만원 / ○ 건강보험 : 10만원","","","","","","","","","NONE","","19"
"경기","고양시","위탁","땡큐시니어 건강의료기","○ 수급자, 차상위 : 25만원 / ○ 건강보험 : 10만원","땡큐시니어","경기 고양시 일산서구 호수로856번길 65-1","경기 고양시 일산서구 대화동 2252-10","126.7494424716","37.6732099163134","1577-6481","http://place.map.kakao.com/18074876","의료,건강 > 의료기기판매","A","경기 고양시 땡큐시니어 건강의료기","1"
"경기","고양시","위탁","장애인복지협회의료기","○ 수급자, 차상위 : 25만원 / ○ 건강보험 : 10만원","","","","","","","","","NONE","","0"
"경기","고양시","위탁","지성메디칼","○ 수급자, 차상위 : 25만원 / ○ 건강보험 : 10만원","","","","","","","","","NONE","","8"
"경기","고양시","위탁","(주)닛신","○ 수급자, 차상위 : 25만원 / ○ 건강보험 : 10만원","","","","","","","","","NONE","","1"
"경기","과천시","위탁","경기도지체장애인협회 과천시지회","○ 수급자, 차상위 : 50만원 / ○ 건강보험 : 30만원","경기도지체장애인협회 과천시지회","경기 과천시 문원로 40","경기 과천시 문원동 31-3","127.00202464763943","37.428891938657316","02-502-9410","http://place.map.kakao.com/27529593","사회,공공기관 > 단체,협회 > 사회복지단체","A","경기 과천시 경기도지체장애인협회 과천시지회","1"
"경기","과천시","위탁","울림터 과천시장애인자립생활센터","○ 수급자, 차상위 : 50만원 / ○ 건강보험 : 30만원","울림터과천시장애인자립생활센터","경기 과천시 공원마을1길 54","경기 과천시 문원동 15-11","127.002494702577","37.4303218434696","02-503-9412","http://place.map.kakao.com/20364427","사회,공공기관 > 단체,협회 > 사회복지시설 > 장애인복지시설","A","경기 과천시 울림터 과천시장애인자립생활센터","1"
"경기","광명시","위탁","광명시장애인이동보조기기수리센터","○ 수급자 : 20만원 / ○ 차상위 : 10만원","","","","","","","","","NONE","","0"
"경기","광주시","위탁","국보의료기","○ 수급자, 차상위 : 20만원","국보의료기","경기 광주시 초월읍 경수길 49","경기 광주시 초월읍 지월리 564-6","127.289408642747","37.4185138945491","010-4142-5813","http://place.map.kakao.com/1680092625","의료,건강 > 의료기기판매","A","경기 광주시 국보의료기","1"
"경기","광주시","위탁","번창보조기기센터","○ 수급자, 차상위 : 20만원","번창보조기기센터","경기 광주시 통미로 66-1","경기 광주시 송정동 581-5","127.25330599508221","37.41593786260193","031-763-2958","http://place.map.kakao.com/648249695","의료,건강 > 의료기기판매 > 의료보조기구","A","경기 광주시 번창보조기기센터","1"
"경기","구리시","위탁","경기도지체장애인협회 구리시지회","○ 수급자, 차상위 : 20만원 / ○ 건강보험 : 10만원","경기도지체장애인협회 구리시지회","경기 구리시 동구릉로136번길 57","경기 구리시 인창동 430","127.14091783112312","37.61313859792911","031-555-0044","http://place.map.kakao.com/8961793","사회,공공기관 > 단체,협회","A","경기 구리시 경기도지체장애인협회 구리시지회","1"
"경기","군포시","위탁","경기도지체장애인협회 군포시지회","○ 수급자, 차상위, 건강보험 : 소모성 부품 무료(10만원 이상 자부담 발생)","경기도지체장애인협회 군포시지회","경기 군포시 청백리길 13","경기 군포시 금정동 845-1","126.93305334420815","37.36155944910051","031-399-1275","http://place.map.kakao.com/11211119","사회,공공기관 > 단체,협회 > 사회복지시설 > 장애인복지시설","A","경기 군포시 경기도지체장애인협회 군포시지회","1"
"경기","김포시","위탁","경기도지체장애인협회 김포시지회","○ 수급자, 차상위 : 30만원 / ○ 건강보험 : 20만원","경기도지체장애인협회 김포시지회","경기 김포시 감암로 125","경기 김포시 걸포동 1550-63","126.7081597072392","37.64341332144176","031-982-0009","http://place.map.kakao.com/27190347","사회,공공기관 > 단체,협회","A","경기 김포시 경기도지체장애인협회 김포시지회","1"
"경기","남양주시","위탁","경기도지체장애인협회 남양주시지회","○ 수급자, 차상위 : 20만원 / ○ 건강보험 : 10만원","경기도지체장애인협회 남양주시지회","경기 남양주시 경춘로 883-2","경기 남양주시 금곡동 693-2","127.199834698064","37.6325427636823","031-591-0340","http://place.map.kakao.com/23806905","사회,공공기관 > 단체,협회 > 사회복지시설 > 장애인복지시설","A","경기 남양주시 경기도지체장애인협회 남양주시지회","1"
"경기","동두천시","위탁","경기도지체장애인협회 동두천시지회","○ 수급자, 차상위 : 20만원 / ○ 건강보험 : 10만원","경기도지체장애인협회 동두천시지회","경기 동두천시 어수로 5","경기 동두천시 상패동 83-1","127.04465888486165","37.906026531459055","031-858-9958","http://place.map.kakao.com/635828569","사회,공공기관 > 단체,협회","A","경기 동두천시 경기도지체장애인협회 동두천시지회","2"
